,date,sales,station
17596,2023-03-13,157.6751782535529,Stafford
17597,2023-03-14,157.82364478838397,Stafford
17598,2023-03-15,158.10846461788648,Stafford
17599,2023-03-16,159.06080720845804,Stafford
17600,2023-03-17,159.06184423011547,Stafford
17601,2023-03-18,159.1239833503934,Stafford
17602,2023-03-19,159.15086821538344,Stafford
17603,2023-03-20,159.62623107363223,Stafford
17604,2023-03-21,160.51770420173435,Stafford
17605,2023-03-22,160.5582310762286,Stafford
17606,2023-03-23,160.87140298727348,Stafford
17607,2023-03-24,160.82920295258896,Stafford
17608,2023-03-25,160.20186727330167,Stafford
17609,2023-03-26,160.41681105960848,Stafford
17610,2023-03-27,160.6380746804329,Stafford
17611,2023-03-28,161.2489963672477,Stafford
17612,2023-03-29,160.91677865530818,Stafford
17613,2023-03-30,161.27441242646188,Stafford
17614,2023-03-31,160.7415206453586,Stafford
17615,2023-04-01,160.6974591764332,Stafford
17616,2023-04-02,160.31726033932975,Stafford
17617,2023-04-03,160.918246790446,Stafford
17618,2023-04-04,160.9450466962452,Stafford
17619,2023-04-05,161.37673911092796,Stafford
17620,2023-04-06,161.44298241912543,Stafford
17621,2023-04-07,161.24557144772695,Stafford
17622,2023-04-08,161.4999322902943,Stafford
17623,2023-04-09,161.54319803862646,Stafford
17624,2023-04-10,161.94344036712286,Stafford
17625,2023-04-11,162.0270462844207,Stafford
17626,2023-04-12,162.3578519626905,Stafford
17627,2023-04-13,161.91653096985655,Stafford
17628,2023-04-14,161.8482317427275,Stafford
17629,2023-04-15,161.33298619717178,Stafford
17630,2023-04-16,161.64754704028675,Stafford
17631,2023-04-17,161.9846221557373,Stafford
17632,2023-04-18,162.88433525814034,Stafford
17633,2023-04-19,162.81221176292868,Stafford
17634,2023-04-20,162.89201004057685,Stafford
17635,2023-04-21,162.6653267548917,Stafford
17636,2023-04-22,162.04272244215554,Stafford
17637,2023-04-23,162.72259333768287,Stafford
17638,2023-04-24,162.5518599638335,Stafford
17639,2023-04-25,163.31615958645222,Stafford
17640,2023-04-26,163.324045450251,Stafford
17641,2023-04-27,163.00390107968934,Stafford
17642,2023-04-28,162.92284169431935,Stafford
17643,2023-04-29,162.63959969639242,Stafford
17644,2023-04-30,163.19104292672867,Stafford
17645,2023-05-01,163.58090155816126,Stafford
17646,2023-05-02,164.7692260853924,Stafford
17647,2023-05-03,164.07392380400773,Stafford
17648,2023-05-04,164.6402819338788,Stafford
17649,2023-05-05,164.22071581435873,Stafford
17650,2023-05-06,164.00895643771068,Stafford
17651,2023-05-07,164.73194786317643,Stafford
17652,2023-05-08,165.09402222006136,Stafford
17653,2023-05-09,165.51502045795453,Stafford
17654,2023-05-10,165.52238578159913,Stafford
17655,2023-05-11,165.4085711066096,Stafford
17656,2023-05-12,165.01248723008135,Stafford
17657,2023-05-13,164.59845111173993,Stafford
17658,2023-05-14,164.26155790054347,Stafford
17659,2023-05-15,164.29719779521224,Stafford
17660,2023-05-16,164.20067082120863,Stafford
17661,2023-05-17,164.79836322761878,Stafford
17662,2023-05-18,164.88660396750998,Stafford
17663,2023-05-19,164.72012991382917,Stafford
17664,2023-05-20,164.28640749642307,Stafford
17665,2023-05-21,164.0904960539589,Stafford
17666,2023-05-22,164.12364582900523,Stafford
17667,2023-05-23,164.27852799121453,Stafford
17668,2023-05-24,165.20861110323602,Stafford
17669,2023-05-25,165.3965886454802,Stafford
17670,2023-05-26,165.7763816242163,Stafford
17671,2023-05-27,165.15753904308738,Stafford
17672,2023-05-28,164.9341178286719,Stafford
17673,2023-05-29,165.26417337123056,Stafford
17674,2023-05-30,165.45147890261353,Stafford
17675,2023-05-31,165.4421909029496,Stafford
17676,2023-06-01,165.4464066256102,Stafford
17677,2023-06-02,165.8646244196712,Stafford
17678,2023-06-03,165.0342207812435,Stafford
17679,2023-06-04,165.21869117447793,Stafford
17680,2023-06-05,165.64061075333106,Stafford
17681,2023-06-06,165.82355154977498,Stafford
17682,2023-06-07,166.13010019316124,Stafford
17683,2023-06-08,166.30501364521257,Stafford
17684,2023-06-09,165.96874346690228,Stafford
17685,2023-06-10,165.20249371952252,Stafford
17686,2023-06-11,165.8264817973128,Stafford
17687,2023-06-12,165.93755344158467,Stafford
17688,2023-06-13,166.6986799312376,Stafford
17689,2023-06-14,166.93681329143203,Stafford
17690,2023-06-15,166.81095260125383,Stafford
17691,2023-06-16,166.57873365516087,Stafford
17692,2023-06-17,166.12215218015325,Stafford
17693,2023-06-18,165.9560907692719,Stafford
17694,2023-06-19,166.30708892493425,Stafford
17695,2023-06-20,166.5294933426054,Stafford
17696,2023-06-21,167.17002640745505,Stafford
17697,2023-06-22,166.5907670703999,Stafford
17698,2023-06-23,166.82748409445557,Stafford
17699,2023-06-24,165.8630153194078,Stafford
17700,2023-06-25,165.54877097247177,Stafford
17701,2023-06-26,165.84820408542006,Stafford
17702,2023-06-27,165.8904437626344,Stafford
17703,2023-06-28,166.22317933500736,Stafford
17704,2023-06-29,166.49647652948605,Stafford
17705,2023-06-30,166.74415137522467,Stafford
17706,2023-07-01,166.28248638999696,Stafford
17707,2023-07-02,165.87998055008285,Stafford
17708,2023-07-03,166.36562326946608,Stafford
17709,2023-07-04,166.67367021724138,Stafford
17710,2023-07-05,167.02194238214912,Stafford
17711,2023-07-06,166.65257226466892,Stafford
17712,2023-07-07,166.51409134393077,Stafford
17713,2023-07-08,165.23560443217877,Stafford
17714,2023-07-09,165.6709333686645,Stafford
17715,2023-07-10,165.85330339031376,Stafford
17716,2023-07-11,166.67287633214968,Stafford
17717,2023-07-12,166.71793892909045,Stafford
17718,2023-07-13,166.79477627827305,Stafford
17719,2023-07-14,166.45889827844286,Stafford
17720,2023-07-15,165.74055545965604,Stafford
17721,2023-07-16,166.03610462388355,Stafford
17722,2023-07-17,166.0019704124614,Stafford
17723,2023-07-18,166.6711547878513,Stafford
17724,2023-07-19,167.78980002146253,Stafford
17725,2023-07-20,167.61478117015983,Stafford
17726,2023-07-21,167.7490878534925,Stafford
17727,2023-07-22,166.87340342494807,Stafford
17728,2023-07-23,167.39413489181453,Stafford
17729,2023-07-24,167.27776215103285,Stafford
17730,2023-07-25,167.5824096272887,Stafford
17731,2023-07-26,167.5837126833475,Stafford
17732,2023-07-27,167.21733655334154,Stafford
17733,2023-07-28,166.3420580208378,Stafford
17734,2023-07-29,166.07126914720678,Stafford
17735,2023-07-30,166.4859286268388,Stafford
17736,2023-07-31,166.7069330559601,Stafford
17737,2023-08-01,167.13473357210904,Stafford
17738,2023-08-02,167.8364274637852,Stafford
17739,2023-08-03,167.49529851184465,Stafford
17740,2023-08-04,166.85159827602288,Stafford
17741,2023-08-05,166.97861360352886,Stafford
17742,2023-08-06,166.6124016309427,Stafford
17743,2023-08-07,166.75075936155278,Stafford
17744,2023-08-08,166.40226812653734,Stafford
17745,2023-08-09,166.3832892648368,Stafford
17746,2023-08-10,166.0527838135996,Stafford
17747,2023-08-11,166.05209638246757,Stafford
17748,2023-08-12,165.47608355817744,Stafford
17749,2023-08-13,165.0981712468506,Stafford
17750,2023-08-14,164.853256028479,Stafford
17751,2023-08-15,165.21515930797545,Stafford
17752,2023-08-16,164.75616309916919,Stafford
17753,2023-08-17,165.230071123436,Stafford
17754,2023-08-18,164.1096246455543,Stafford
17755,2023-08-19,163.74846880221384,Stafford
17756,2023-08-20,163.84459936913797,Stafford
17757,2023-08-21,163.84439775176935,Stafford
17758,2023-08-22,164.88203420631302,Stafford
17759,2023-08-23,165.00704774603057,Stafford
17760,2023-08-24,164.7944353240135,Stafford
17761,2023-08-25,164.95316581818687,Stafford
17762,2023-08-26,164.07816571286787,Stafford
17763,2023-08-27,164.24607162122328,Stafford
17764,2023-08-28,164.62084423966715,Stafford
17765,2023-08-29,164.61612252783868,Stafford
17766,2023-08-30,164.901154794035,Stafford
17767,2023-08-31,165.5262202013749,Stafford
17768,2023-09-01,165.27567033444666,Stafford
17769,2023-09-02,165.10069323019823,Stafford
17770,2023-09-03,164.10941904252476,Stafford
17771,2023-09-04,164.03568778544914,Stafford
17772,2023-09-05,164.44639889431093,Stafford
17773,2023-09-06,164.4775394486911,Stafford
17774,2023-09-07,164.64738758571065,Stafford
17775,2023-09-08,163.9663804489093,Stafford
17776,2023-09-09,163.40208632715306,Stafford
17777,2023-09-10,163.27869247860258,Stafford
17778,2023-09-11,163.6346514997637,Stafford
17779,2023-09-12,164.2633743313578,Stafford
17780,2023-09-13,164.4163663623694,Stafford
17781,2023-09-14,164.6915050808058,Stafford
17782,2023-09-15,164.85932220382705,Stafford
17783,2023-09-16,164.28243786856063,Stafford
17784,2023-09-17,163.83826677332308,Stafford
17785,2023-09-18,164.48442969666576,Stafford
17786,2023-09-19,164.9426631438087,Stafford
17787,2023-09-20,165.3528710899151,Stafford
17788,2023-09-21,165.05510735030987,Stafford
17789,2023-09-22,165.19461651098982,Stafford
17790,2023-09-23,164.5612743252378,Stafford
17791,2023-09-24,164.4886816786722,Stafford
17792,2023-09-25,164.65841488081216,Stafford
17793,2023-09-26,165.09755167749142,Stafford
17794,2023-09-27,166.26528949950315,Stafford
17795,2023-09-28,166.13530361392372,Stafford
17796,2023-09-29,166.07157060476516,Stafford
17797,2023-09-30,165.60133723015795,Stafford
17798,2023-10-01,166.05808117034945,Stafford
17799,2023-10-02,165.7073061725457,Stafford
17800,2023-10-03,166.04484698289608,Stafford
17801,2023-10-04,165.72182321213245,Stafford
17802,2023-10-05,165.8184451286074,Stafford
17803,2023-10-06,165.3525205926443,Stafford
17804,2023-10-07,164.80311139087692,Stafford
17805,2023-10-08,165.0141106144982,Stafford
17806,2023-10-09,165.33960364309283,Stafford
17807,2023-10-10,166.00634790959148,Stafford
17808,2023-10-11,166.1971893074987,Stafford
17809,2023-10-12,166.06153184892312,Stafford
17810,2023-10-13,166.31590948353085,Stafford
17811,2023-10-14,165.8349016463857,Stafford
17812,2023-10-15,166.59226356850647,Stafford
17813,2023-10-16,166.7502750107579,Stafford
17814,2023-10-17,167.13700130746747,Stafford
17815,2023-10-18,167.25500324935163,Stafford
17816,2023-10-19,167.54727595690747,Stafford
17817,2023-10-20,166.55916155430887,Stafford
17818,2023-10-21,166.3180375909779,Stafford
17819,2023-10-22,166.5299803719649,Stafford
17820,2023-10-23,165.8711033864941,Stafford
17821,2023-10-24,165.87081808953133,Stafford
17822,2023-10-25,165.8908720214082,Stafford
17823,2023-10-26,165.80841766607517,Stafford
17824,2023-10-27,165.43503689235447,Stafford
17825,2023-10-28,164.8846105174926,Stafford
17826,2023-10-29,164.7354491837829,Stafford
17827,2023-10-30,164.80085183420147,Stafford
17828,2023-10-31,165.34465588142973,Stafford
17829,2023-11-01,165.7074157437977,Stafford
17830,2023-11-02,166.0168355027044,Stafford
17831,2023-11-03,166.3628453237314,Stafford
17832,2023-11-04,165.53410099987104,Stafford
17833,2023-11-05,165.8811551674577,Stafford
17834,2023-11-06,165.7589669790731,Stafford
17835,2023-11-07,165.27536786728032,Stafford
17836,2023-11-08,165.3430069546164,Stafford
17837,2023-11-09,164.97930556949936,Stafford
17838,2023-11-10,164.72717362759948,Stafford
17839,2023-11-11,164.7987113941102,Stafford
17840,2023-11-12,164.86141819294835,Stafford
17841,2023-11-13,164.87666302982092,Stafford
17842,2023-11-14,165.04624455772276,Stafford
17843,2023-11-15,166.09091481228052,Stafford
17844,2023-11-16,166.25025111454195,Stafford
17845,2023-11-17,164.8517106537146,Stafford
17846,2023-11-18,164.43356855018163,Stafford
17847,2023-11-19,164.0377736080535,Stafford
17848,2023-11-20,164.60752707480574,Stafford
17849,2023-11-21,165.3601987670175,Stafford
17850,2023-11-22,165.63068307283532,Stafford
17851,2023-11-23,165.54238253499702,Stafford
17852,2023-11-24,165.34699090683273,Stafford
17853,2023-11-25,165.21145506183075,Stafford
17854,2023-11-26,164.33780003366005,Stafford
17855,2023-11-27,164.82799809595804,Stafford
17856,2023-11-28,165.22230239183344,Stafford
17857,2023-11-29,165.02203512127122,Stafford
17858,2023-11-30,164.60083149593564,Stafford
17859,2023-12-01,164.05171195443913,Stafford
17860,2023-12-02,164.0564718626515,Stafford
17861,2023-12-03,163.78367619915437,Stafford
17862,2023-12-04,164.37611908740627,Stafford
17863,2023-12-05,164.73362488167257,Stafford
17864,2023-12-06,165.04506961547335,Stafford
17865,2023-12-07,165.56395320163963,Stafford
17866,2023-12-08,165.45143548472382,Stafford
17867,2023-12-09,164.53544826373943,Stafford
17868,2023-12-10,164.73670754030377,Stafford
17869,2023-12-11,164.97371611649433,Stafford
17870,2023-12-12,164.37831887020266,Stafford
17871,2023-12-13,164.92499792580236,Stafford
17872,2023-12-14,165.1126423667389,Stafford
17873,2023-12-15,165.23697146741216,Stafford
17874,2023-12-16,165.2908749330736,Stafford
17875,2023-12-17,165.61567294549207,Stafford
17876,2023-12-18,165.80663532519853,Stafford
17877,2023-12-19,165.63852203035847,Stafford
17878,2023-12-20,165.79032697212702,Stafford
17879,2023-12-21,165.94520741098896,Stafford
17880,2023-12-22,165.39779137951027,Stafford
17881,2023-12-23,164.21108091855334,Stafford
17882,2023-12-24,163.22294902252062,Stafford
17883,2023-12-25,162.5387652879442,Stafford
17884,2023-12-26,163.66794002355132,Stafford
17885,2023-12-27,163.9296672654282,Stafford
17886,2023-12-28,165.5360234552724,Stafford
17887,2023-12-29,165.23880343461522,Stafford
17888,2023-12-30,164.8556968901309,Stafford
17889,2023-12-31,165.57124836216573,Stafford
17890,2024-01-01,165.32590790943178,Stafford
17891,2024-01-02,165.0783482673477,Stafford
17892,2024-01-03,164.62346592861888,Stafford
17893,2024-01-04,165.2321125596505,Stafford
17894,2024-01-05,165.17054878162418,Stafford
17895,2024-01-06,164.99878472393874,Stafford
17896,2024-01-07,164.66302255325482,Stafford
17897,2024-01-08,165.2665809638518,Stafford
17898,2024-01-09,165.528985416733,Stafford
17899,2024-01-10,165.86768100187882,Stafford
17900,2024-01-11,165.96562027383408,Stafford
17901,2024-01-12,165.77220708137125,Stafford
17902,2024-01-13,165.2418992196245,Stafford
17903,2024-01-14,165.9819542132146,Stafford
17904,2024-01-15,165.53315988361103,Stafford
17905,2024-01-16,165.5032141836248,Stafford
17906,2024-01-17,167.08568936849545,Stafford
17907,2024-01-18,166.76896109778713,Stafford
17908,2024-01-19,167.0144297028269,Stafford
17909,2024-01-20,166.60599454871183,Stafford
17910,2024-01-21,166.34703726583453,Stafford
17911,2024-01-22,166.56224149592762,Stafford
17912,2024-01-23,166.4427197037673,Stafford
17913,2024-01-24,167.23583409597083,Stafford
17914,2024-01-25,167.06528822408495,Stafford
17915,2024-01-26,167.22096204116193,Stafford
17916,2024-01-27,166.41614054840028,Stafford
17917,2024-01-28,166.81515260216617,Stafford
17918,2024-01-29,166.8222402297899,Stafford
17919,2024-01-30,167.65052647759234,Stafford
17920,2024-01-31,167.45258567532295,Stafford
17921,2024-02-01,166.96722850831864,Stafford
17922,2024-02-02,166.54298242424804,Stafford
17923,2024-02-03,166.57491563122113,Stafford
17924,2024-02-04,166.65439972333337,Stafford
17925,2024-02-05,166.63116171644856,Stafford
17926,2024-02-06,167.17958052764777,Stafford
17927,2024-02-07,168.14445620657386,Stafford
17928,2024-02-08,168.2273723216913,Stafford
17929,2024-02-09,167.85435442799266,Stafford
17930,2024-02-10,167.9973302959689,Stafford
17931,2024-02-11,168.5813044183668,Stafford
17932,2024-02-12,168.46590067756622,Stafford
17933,2024-02-13,168.74502657021912,Stafford
17934,2024-02-14,168.72708391212686,Stafford
17935,2024-02-15,168.6529526167476,Stafford
17936,2024-02-16,168.29341547415822,Stafford
17937,2024-02-17,167.47200620757215,Stafford
17938,2024-02-18,167.27745707961853,Stafford
17939,2024-02-19,167.50261767744342,Stafford
17940,2024-02-20,167.92223343138517,Stafford
17941,2024-02-21,169.07018268769838,Stafford
17942,2024-02-22,169.68182006974405,Stafford
17943,2024-02-23,169.28865855033325,Stafford
17944,2024-02-24,168.94252961575003,Stafford
17945,2024-02-25,169.2627902889675,Stafford
17946,2024-02-26,169.57609680671646,Stafford
17947,2024-02-27,169.95963525307542,Stafford
17948,2024-02-28,170.09415914904162,Stafford
17949,2024-02-29,170.47939478199257,Stafford
17950,2024-03-01,169.82749408072746,Stafford
17951,2024-03-02,169.06484156876306,Stafford
17952,2024-03-03,168.91636867399527,Stafford
17953,2024-03-04,169.65305079729663,Stafford
17954,2024-03-05,170.03021075426474,Stafford
17955,2024-03-06,170.08361437422198,Stafford
17956,2024-03-07,169.83786670068983,Stafford
17957,2024-03-08,170.0966521733362,Stafford
17958,2024-03-09,169.33696983426086,Stafford
17959,2024-03-10,168.98056909362538,Stafford
17960,2024-03-11,168.88933069962582,Stafford
17961,2024-03-12,169.08486679108302,Stafford
17962,2024-03-13,169.717661678365,Stafford
17963,2024-03-14,169.8448207783892,Stafford
17964,2024-03-15,169.68411356084093,Stafford
17965,2024-03-16,169.2326132670981,Stafford
17966,2024-03-17,168.93167877222945,Stafford
17967,2024-03-18,169.32639784185147,Stafford
17968,2024-03-19,169.33312374587595,Stafford
17969,2024-03-20,170.1773322912595,Stafford
17970,2024-03-21,170.1262027817854,Stafford
17971,2024-03-22,169.2087528472419,Stafford
17972,2024-03-23,169.23745063733523,Stafford
17973,2024-03-24,168.7929988756051,Stafford
17974,2024-03-25,168.6791762849285,Stafford
17975,2024-03-26,168.97939403159452,Stafford
17976,2024-03-27,169.37801794411257,Stafford
17977,2024-03-28,169.90825243414537,Stafford
17978,2024-03-29,170.10449170536708,Stafford
17979,2024-03-30,169.6354748247873,Stafford
17980,2024-03-31,170.0753673758291,Stafford
17981,2024-04-01,170.188119950186,Stafford
17982,2024-04-02,170.4322840498011,Stafford
17983,2024-04-03,170.62949474974076,Stafford
17984,2024-04-04,171.255142682817,Stafford
17985,2024-04-05,171.33053708995038,Stafford
17986,2024-04-06,171.19351528321258,Stafford
17987,2024-04-07,170.76326073188642,Stafford
17988,2024-04-08,171.4452259919546,Stafford
17989,2024-04-09,172.77833377353434,Stafford
17990,2024-04-10,172.754697423172,Stafford
17991,2024-04-11,173.11422000213156,Stafford
17992,2024-04-12,173.18917364376594,Stafford
17993,2024-04-13,172.7520693084401,Stafford
17994,2024-04-14,172.75547147675042,Stafford
17995,2024-04-15,172.79514499570848,Stafford
17996,2024-04-16,173.4017050286747,Stafford
17997,2024-04-17,173.3207527169324,Stafford
17998,2024-04-18,173.72080071653147,Stafford
17999,2024-04-19,173.36996209176678,Stafford
18000,2024-04-20,172.82772997954314,Stafford
18001,2024-04-21,173.3966377412812,Stafford
18002,2024-04-22,172.949736466432,Stafford
18003,2024-04-23,173.5381777140395,Stafford
18004,2024-04-24,173.25707885465025,Stafford
18005,2024-04-25,173.27693233850988,Stafford
18006,2024-04-26,173.46500519489064,Stafford
18007,2024-04-27,172.72226861015795,Stafford
18008,2024-04-28,172.4585284455434,Stafford
18009,2024-04-29,172.6808230801389,Stafford
18010,2024-04-30,173.52770930244588,Stafford
18011,2024-05-01,174.27641517140358,Stafford
18012,2024-05-02,174.52889586378197,Stafford
18013,2024-05-03,174.9233400266447,Stafford
18014,2024-05-04,174.9326950367447,Stafford
18015,2024-05-05,175.24426648033912,Stafford
18016,2024-05-06,175.34551213914483,Stafford
18017,2024-05-07,175.98818712737003,Stafford
18018,2024-05-08,176.43027492855404,Stafford
18019,2024-05-09,175.9824341272069,Stafford
18020,2024-05-10,175.57944587374914,Stafford
18021,2024-05-11,175.16421969779054,Stafford
18022,2024-05-12,175.31216725387387,Stafford
18023,2024-05-13,175.75822245768416,Stafford
18024,2024-05-14,175.720778951767,Stafford
18025,2024-05-15,176.06492037438753,Stafford
18026,2024-05-16,176.36109957200267,Stafford
18027,2024-05-17,176.2789805934495,Stafford
18028,2024-05-18,176.34776829241872,Stafford
18029,2024-05-19,176.23608276788713,Stafford
18030,2024-05-20,176.46802322252404,Stafford
18031,2024-05-21,176.55968945901407,Stafford
18032,2024-05-22,176.72736125415727,Stafford
18033,2024-05-23,176.09457849909614,Stafford
18034,2024-05-24,175.9546222134517,Stafford
18035,2024-05-25,175.1936446809946,Stafford
18036,2024-05-26,175.39047187908824,Stafford
18037,2024-05-27,176.17837877656544,Stafford
18038,2024-05-28,176.91836278571452,Stafford
18039,2024-05-29,177.70907365355754,Stafford
18040,2024-05-30,177.71085027078317,Stafford
18041,2024-05-31,177.73869854801708,Stafford
18042,2024-06-01,177.33326833050427,Stafford
18043,2024-06-02,177.0158073070684,Stafford
18044,2024-06-03,177.37791001625084,Stafford
18045,2024-06-04,178.3800636502542,Stafford
18046,2024-06-05,177.76840409398696,Stafford
18047,2024-06-06,177.66419229578884,Stafford
18048,2024-06-07,177.48491003496503,Stafford
18049,2024-06-08,176.8624625635237,Stafford
18050,2024-06-09,176.54154427746494,Stafford
18051,2024-06-10,176.1765756866035,Stafford
18052,2024-06-11,176.9276813718273,Stafford
18053,2024-06-12,176.86631989500603,Stafford
18054,2024-06-13,176.7227936553764,Stafford
18055,2024-06-14,176.9919075495996,Stafford
18056,2024-06-15,175.8453891060526,Stafford
18057,2024-06-16,175.44257409770879,Stafford
18058,2024-06-17,175.63560115208992,Stafford
18059,2024-06-18,175.1836496660961,Stafford
18060,2024-06-19,175.61048343561046,Stafford
18061,2024-06-20,176.00935391940223,Stafford
18062,2024-06-21,175.79326118205742,Stafford
18063,2024-06-22,175.0724919810128,Stafford
18064,2024-06-23,174.60027684338817,Stafford
18065,2024-06-24,174.92259069732435,Stafford
18066,2024-06-25,174.94757246896376,Stafford
18067,2024-06-26,175.38175969089494,Stafford
18068,2024-06-27,175.50141586608814,Stafford
18069,2024-06-28,174.31842427225484,Stafford
18070,2024-06-29,174.47864084256548,Stafford
18071,2024-06-30,174.96587691655978,Stafford
18072,2024-07-01,175.5552953818943,Stafford
18073,2024-07-02,175.24892747278437,Stafford
18074,2024-07-03,175.4125800490729,Stafford
18075,2024-07-04,175.09558515706505,Stafford
18076,2024-07-05,175.0130332766647,Stafford
18077,2024-07-06,174.4468696543075,Stafford
18078,2024-07-07,174.08682010938603,Stafford
18079,2024-07-08,173.13943104254062,Stafford
18080,2024-07-09,174.14720477748813,Stafford
18081,2024-07-10,174.0926286299051,Stafford
18082,2024-07-11,174.43581474458426,Stafford
18083,2024-07-12,173.7305692676494,Stafford
18084,2024-07-13,173.01300185637473,Stafford
18085,2024-07-14,173.23436324886546,Stafford
18086,2024-07-15,172.96175405504,Stafford
18087,2024-07-16,172.78892452069465,Stafford
18088,2024-07-17,173.17058265619207,Stafford
18089,2024-07-18,172.92051079321584,Stafford
18090,2024-07-19,172.2762913744204,Stafford
18091,2024-07-20,171.69484038148195,Stafford
18092,2024-07-21,172.03198340651082,Stafford
18093,2024-07-22,171.54677194350742,Stafford
18094,2024-07-23,171.988271815325,Stafford
18095,2024-07-24,172.0490750431227,Stafford
18096,2024-07-25,171.13795064680772,Stafford
18097,2024-07-26,170.70970750257388,Stafford
18098,2024-07-27,169.52149807505117,Stafford
18099,2024-07-28,169.86956634366518,Stafford
18100,2024-07-29,170.24450404498143,Stafford
18101,2024-07-30,170.39708963638097,Stafford
18102,2024-07-31,170.71847266593394,Stafford
18103,2024-08-01,170.53947858731493,Stafford
18104,2024-08-02,169.57980314682302,Stafford
18105,2024-08-03,168.62888471437205,Stafford
18106,2024-08-04,168.25738284258756,Stafford
18107,2024-08-05,168.20155647991487,Stafford
18108,2024-08-06,168.5326740187405,Stafford
18109,2024-08-07,168.36478109965526,Stafford
18110,2024-08-08,167.64781247243525,Stafford
18111,2024-08-09,167.6371503466752,Stafford
18112,2024-08-10,167.28953770212942,Stafford
18113,2024-08-11,167.11243064457648,Stafford
18114,2024-08-12,167.3830097442128,Stafford
18115,2024-08-13,167.93540310643476,Stafford
18116,2024-08-14,167.31915777491753,Stafford
18117,2024-08-15,167.70299097467617,Stafford
18118,2024-08-16,168.0314823120658,Stafford
18119,2024-08-17,167.9013097368894,Stafford
18120,2024-08-18,167.1261883209427,Stafford
18121,2024-08-19,167.1446086213241,Stafford
18122,2024-08-20,167.2265311092429,Stafford
18123,2024-08-21,167.88102673080743,Stafford
18124,2024-08-22,167.80135227616037,Stafford
18125,2024-08-23,168.2659575557119,Stafford
18126,2024-08-24,168.33718039296573,Stafford
18127,2024-08-25,168.23324212498898,Stafford
18128,2024-08-26,168.04245514118878,Stafford
18129,2024-08-27,168.15422952517235,Stafford
18130,2024-08-28,168.30884105588234,Stafford
18131,2024-08-29,168.17345328334648,Stafford
18132,2024-08-30,168.02286538670575,Stafford
18133,2024-08-31,167.8341193255443,Stafford
18134,2024-09-01,167.2784915405963,Stafford
18135,2024-09-02,167.52262543517958,Stafford
18136,2024-09-03,167.75811083241217,Stafford
18137,2024-09-04,167.70729495331938,Stafford
18138,2024-09-05,168.08561450206497,Stafford
18139,2024-09-06,168.35450535846263,Stafford
18140,2024-09-07,167.38040571180102,Stafford
18141,2024-09-08,166.60914529486868,Stafford
18142,2024-09-09,166.6228753664843,Stafford
18143,2024-09-10,166.93854929421076,Stafford
18144,2024-09-11,167.01614036605227,Stafford
18145,2024-09-12,166.73419304222094,Stafford
18146,2024-09-13,166.65131556438294,Stafford
18147,2024-09-14,166.22271975061315,Stafford
18148,2024-09-15,165.9057056858955,Stafford
18149,2024-09-16,166.66681073569924,Stafford
18150,2024-09-17,167.36642575009571,Stafford
18151,2024-09-18,166.62046750895632,Stafford
18152,2024-09-19,166.88626749270455,Stafford
18153,2024-09-20,166.83150060386498,Stafford
18154,2024-09-21,166.21065230867643,Stafford
18155,2024-09-22,166.0517453077462,Stafford
18156,2024-09-23,166.62543107623586,Stafford
18157,2024-09-24,166.98653040942395,Stafford
18158,2024-09-25,167.14178138206478,Stafford
18159,2024-09-26,166.76301338235422,Stafford
18160,2024-09-27,166.61490342357249,Stafford
18161,2024-09-28,166.4997878089734,Stafford
18162,2024-09-29,166.51097016514998,Stafford
18163,2024-09-30,167.32037063890098,Stafford
18164,2024-10-01,167.6185193752846,Stafford
18165,2024-10-02,167.70884172929112,Stafford
18166,2024-10-03,167.74700890248417,Stafford
18167,2024-10-04,167.10904948395614,Stafford
18168,2024-10-05,166.71163196377938,Stafford
18169,2024-10-06,166.90087860955194,Stafford
18170,2024-10-07,167.15890825184735,Stafford
18171,2024-10-08,167.3965138202601,Stafford
18172,2024-10-09,167.7595042200903,Stafford
18173,2024-10-10,167.9025062158428,Stafford
18174,2024-10-11,167.80977452371798,Stafford
18175,2024-10-12,167.69377724161436,Stafford
18176,2024-10-13,167.41385455686495,Stafford
18177,2024-10-14,167.94012410225258,Stafford
18178,2024-10-15,167.96137104494673,Stafford
18179,2024-10-16,168.63629157400592,Stafford
18180,2024-10-17,169.03117096764103,Stafford
18181,2024-10-18,169.0757916150298,Stafford
18182,2024-10-19,168.7198485715747,Stafford
18183,2024-10-20,169.32642611878833,Stafford
18184,2024-10-21,169.27400985696653,Stafford
18185,2024-10-22,169.99184311891398,Stafford
18186,2024-10-23,170.53601417945842,Stafford
18187,2024-10-24,170.5806547585378,Stafford
18188,2024-10-25,170.56663724648814,Stafford
18189,2024-10-26,169.9167264275612,Stafford
18190,2024-10-27,170.24689561264273,Stafford
18191,2024-10-28,169.48010464121313,Stafford
18192,2024-10-29,169.3075660926189,Stafford
18193,2024-10-30,170.26079503480193,Stafford
18194,2024-10-31,170.30229613927546,Stafford
18195,2024-11-01,170.1319284173259,Stafford
18196,2024-11-02,169.79372348083575,Stafford
18197,2024-11-03,169.00363555601797,Stafford
18198,2024-11-04,169.51774603518848,Stafford
18199,2024-11-05,170.23532591830136,Stafford
18200,2024-11-06,170.4130440193256,Stafford
18201,2024-11-07,170.32052805694644,Stafford
18202,2024-11-08,170.22310626381744,Stafford
18203,2024-11-09,169.7933729435624,Stafford
18204,2024-11-10,170.170626105471,Stafford
